"call_Id","date","employee_Id","length_mins","product","outcome","survey_rating","first_Name","last_Name","employee_Id","office_City","office_State","region","team","supervisor"
"C000168",2022-02-09 19:00:00,"E00050",7,"Nokia 680","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000169",2022-02-10 19:00:00,"E00037",22,"Apple 120","Denied Claim",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000170",2022-02-14 19:00:00,"E00027",7,"Apple 120","Issue Resolved",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C000171",2022-02-16 19:00:00,"E00026",13,"Apple 120","Issue Resolved",4,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C000172",2022-02-17 19:00:00,"E00005",5,"Nokia 680","Issue Resolved",1,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C000173",2022-02-20 19:00:00,"E00022",12,"Apple 120","Return and Refund",3,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C000174",2022-02-21 19:00:00,"E00021",7,"Google 790","Return and Refund",4,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C000175",2022-02-23 19:00:00,"E00033",19,"Google 790","Denied Claim",2,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000176",2022-01-05 19:00:00,"E00050",24,"Apple 120","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000177",2022-01-04 19:00:00,"E00050",20,"Google 790","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000178",2022-01-05 19:00:00,"E00012",3,"Nokia 680","Denied Claim",1,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C000179",2022-01-06 19:00:00,"E00023",18,"Nokia 680","Return and Refund",5,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C000180",2022-01-09 19:00:00,"E00050",10,"Apple 120","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000181",2022-01-11 19:00:00,"E00005",3,"Apple 120","Denied Claim",1,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C000182",2022-01-13 19:00:00,"E00050",4,"Nokia 680","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000183",2022-01-16 19:00:00,"E00001",5,"Nokia 680","Return and Refund",3,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C000184",2022-01-17 19:00:00,"E00002",10,"Apple 120","Return and Refund",4,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C000185",2022-01-20 19:00:00,"E00050",25,"Google 790","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000186",2022-01-23 19:00:00,"E00050",12,"Google 790","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000187",2022-01-24 19:00:00,"E00027",12,"Nokia 680","Return and Refund",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C000188",2022-01-30 19:00:00,"E00008",17,"Google 790","Return and Refund",5,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C000189",2022-01-31 19:00:00,"E00003",14,"Google 790","Issue Resolved",5,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C000190",2022-02-02 19:00:00,"E00010",4,"Apple 120","Denied Claim",1,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C000191",2022-02-03 19:00:00,"E00050",3,"Google 790","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000192",2022-02-08 19:00:00,"E00008",19,"Google 790","Return and Refund",4,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C000193",2022-02-09 19:00:00,"E00030",14,"Apple 120","Denied Claim",2,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000194",2022-02-10 19:00:00,"E00050",25,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000195",2022-02-14 19:00:00,"E00021",4,"Google 790","Issue Resolved",4,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C000196",2022-02-16 19:00:00,"E00010",4,"Nokia 680","Denied Claim",2,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C000197",2022-02-17 19:00:00,"E00050",9,"Google 790","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000198",2022-02-20 19:00:00,"E00029",15,"Nokia 680","Issue Resolved",4,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C000199",2022-02-21 19:00:00,"E00050",3,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000200",2022-02-23 19:00:00,"E00022",25,"Nokia 680","Denied Claim",2,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C000201",2022-01-05 19:00:00,"E00020",8,"Google 790","Issue Resolved",5,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000202",2022-01-04 19:00:00,"E00025",9,"Apple 120","Denied Claim",1,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C000203",2022-01-05 19:00:00,"E00021",24,"Google 790","Return and Refund",5,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C000204",2022-01-06 19:00:00,"E00050",23,"Nokia 680","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000205",2022-01-09 19:00:00,"E00016",11,"Google 790","Return and Refund",5,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000206",2022-01-11 19:00:00,"E00050",6,"Apple 120","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000207",2022-01-13 19:00:00,"E00018",25,"Google 790","Return and Refund",3,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000208",2022-01-16 19:00:00,"E00050",16,"Apple 120","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000209",2022-01-17 19:00:00,"E00002",10,"Nokia 680","Return and Refund",3,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C000210",2022-01-20 19:00:00,"E00005",8,"Google 790","Issue Resolved",1,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C000211",2022-01-23 19:00:00,"E00031",11,"Nokia 680","Return and Refund",4,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000212",2022-01-24 19:00:00,"E00019",18,"Nokia 680","Denied Claim",1,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000213",2022-01-30 19:00:00,"E00050",4,"Nokia 680","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000214",2022-01-31 19:00:00,"E00011",2,"Google 790","Return and Refund",5,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C000215",2022-02-02 19:00:00,"E00050",6,"Apple 120","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000216",2022-02-03 19:00:00,"E00050",17,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000217",2022-02-08 19:00:00,"E00022",11,"Nokia 680","Issue Resolved",5,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C000218",2022-02-09 19:00:00,"E00039",8,"Google 790","Issue Resolved",3,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000219",2022-02-10 19:00:00,"E00005",3,"Nokia 680","Return and Refund",1,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C000220",2022-02-14 19:00:00,"E00028",11,"Nokia 680","Denied Claim",1,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C000221",2022-02-16 19:00:00,"E00016",5,"Google 790","Denied Claim",1,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000222",2022-02-17 19:00:00,"E00050",24,"Nokia 680","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000223",2022-02-20 19:00:00,"E00033",15,"Google 790","Issue Resolved",5,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000224",2022-02-21 19:00:00,"E00001",4,"Google 790","Issue Resolved",4,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C000225",2022-02-23 19:00:00,"E00039",22,"Google 790","Issue Resolved",3,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000226",2022-01-05 19:00:00,"E00050",22,"Apple 120","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000227",2022-01-04 19:00:00,"E00050",23,"Google 790","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000228",2022-01-05 19:00:00,"E00022",4,"Google 790","Return and Refund",3,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C000229",2022-01-06 19:00:00,"E00050",19,"Nokia 680","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000230",2022-01-09 19:00:00,"E00050",11,"Nokia 680","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000231",2022-01-11 19:00:00,"E00039",4,"Google 790","Denied Claim",2,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000232",2022-01-13 19:00:00,"E00036",24,"Apple 120","Denied Claim",2,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000233",2022-01-16 19:00:00,"E00028",16,"Apple 120","Return and Refund",1,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C000234",2022-01-17 19:00:00,"E00035",13,"Nokia 680","Issue Resolved",2,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000235",2022-01-20 19:00:00,"E00050",12,"Google 790","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000236",2022-01-23 19:00:00,"E00012",15,"Nokia 680","Issue Resolved",4,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C000237",2022-01-24 19:00:00,"E00050",4,"Google 790","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000238",2022-01-30 19:00:00,"E00019",20,"Apple 120","Issue Resolved",4,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000239",2022-01-31 19:00:00,"E00026",19,"Nokia 680","Denied Claim",1,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C000240",2022-02-02 19:00:00,"E00050",4,"Google 790","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000241",2022-02-03 19:00:00,"E00050",11,"Google 790","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000242",2022-02-08 19:00:00,"E00010",2,"Nokia 680","Denied Claim",2,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C000243",2022-02-09 19:00:00,"E00015",9,"Nokia 680","Return and Refund",1,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000244",2022-02-10 19:00:00,"E00013",5,"Google 790","Return and Refund",4,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C000245",2022-02-14 19:00:00,"E00017",19,"Google 790","Issue Resolved",4,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000246",2022-02-16 19:00:00,"E00034",19,"Google 790","Denied Claim",1,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000247",2022-02-17 19:00:00,"E00050",23,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000248",2022-02-20 19:00:00,"E00030",8,"Nokia 680","Return and Refund",3,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000249",2022-02-21 19:00:00,"E00035",3,"Nokia 680","Issue Resolved",3,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000250",2022-02-23 19:00:00,"E00039",14,"Apple 120","Issue Resolved",3,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000251",2022-01-05 19:00:00,"E00014",10,"Nokia 680","Issue Resolved",4,"Ema","Lennon","E00014","Omaha","Nebraska","East",2,"Tom Hanks"
"C000252",2022-01-04 19:00:00,"E00014",1,"Nokia 680","Denied Claim",2,"Ema","Lennon","E00014","Omaha","Nebraska","East",2,"Tom Hanks"
"C000253",2022-01-05 19:00:00,"E00027",21,"Nokia 680","Issue Resolved",4,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C000254",2022-01-06 19:00:00,"E00004",11,"Apple 120","Return and Refund",1,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C000255",2022-01-09 19:00:00,"E00039",18,"Google 790","Issue Resolved",2,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000256",2022-01-11 19:00:00,"E00028",8,"Nokia 680","Denied Claim",1,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C000257",2022-01-13 19:00:00,"E00028",3,"Google 790","Return and Refund",1,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C000258",2022-01-16 19:00:00,"E00008",22,"Apple 120","Return and Refund",4,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C000259",2022-01-17 19:00:00,"E00050",10,"Google 790","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000260",2022-01-20 19:00:00,"E00050",9,"Apple 120","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000261",2022-01-23 19:00:00,"E00008",10,"Google 790","Return and Refund",4,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C000262",2022-01-24 19:00:00,"E00019",21,"Apple 120","Return and Refund",5,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000263",2022-01-30 19:00:00,"E00007",10,"Nokia 680","Denied Claim",1,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C000264",2022-01-31 19:00:00,"E00024",23,"Apple 120","Denied Claim",1,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C000265",2022-02-02 19:00:00,"E00030",16,"Nokia 680","Return and Refund",3,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000266",2022-02-03 19:00:00,"E00050",19,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000267",2022-02-08 19:00:00,"E00006",7,"Nokia 680","Return and Refund",1,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C000268",2022-02-09 19:00:00,"E00037",8,"Apple 120","Issue Resolved",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000269",2022-02-10 19:00:00,"E00050",23,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000270",2022-02-14 19:00:00,"E00024",3,"Apple 120","Denied Claim",1,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C000271",2022-02-16 19:00:00,"E00050",6,"Apple 120","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000272",2022-02-17 19:00:00,"E00006",15,"Nokia 680","Issue Resolved",1,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C000273",2022-02-20 19:00:00,"E00011",8,"Google 790","Issue Resolved",4,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C000274",2022-02-21 19:00:00,"E00028",6,"Nokia 680","Return and Refund",1,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C000275",2022-02-23 19:00:00,"E00050",3,"Google 790","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000276",2022-01-05 19:00:00,"E00027",20,"Apple 120","Denied Claim",2,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C000277",2022-01-04 19:00:00,"E00022",11,"Apple 120","Return and Refund",3,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C000278",2022-01-05 19:00:00,"E00026",20,"Nokia 680","Return and Refund",3,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C000279",2022-01-06 19:00:00,"E00032",7,"Nokia 680","Denied Claim",2,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000280",2022-01-09 19:00:00,"E00003",23,"Apple 120","Return and Refund",3,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C000281",2022-01-11 19:00:00,"E00050",24,"Nokia 680","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000282",2022-01-13 19:00:00,"E00016",17,"Nokia 680","Return and Refund",3,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000283",2022-01-16 19:00:00,"E00034",13,"Google 790","Denied Claim",1,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000284",2022-01-17 19:00:00,"E00028",4,"Google 790","Denied Claim",1,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C000285",2022-01-20 19:00:00,"E00037",4,"Google 790","Issue Resolved",2,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000286",2022-01-23 19:00:00,"E00050",9,"Nokia 680","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C000287",2022-01-24 19:00:00,"E00037",8,"Apple 120","Issue Resolved",5,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000288",2022-01-30 19:00:00,"E00024",8,"Apple 120","Denied Claim",1,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C000289",2022-01-31 19:00:00,"E00019",6,"Google 790","Denied Claim",1,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000290",2022-02-02 19:00:00,"E00027",23,"Apple 120","Denied Claim",1,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C000291",2022-02-03 19:00:00,"E00026",8,"Apple 120","Issue Resolved",4,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C000292",2022-02-08 19:00:00,"E00024",9,"Nokia 680","Return and Refund",1,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C000293",2022-02-09 19:00:00,"E00025",21,"Nokia 680","Return and Refund",5,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C000294",2022-02-10 19:00:00,"E00018",17,"Apple 120","Issue Resolved",5,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000295",2022-02-14 19:00:00,"E00038",18,"Google 790","Return and Refund",3,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C000296",2022-02-16 19:00:00,"E00016",23,"Google 790","Issue Resolved",5,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C000297",2022-02-17 19:00:00,"E00014",6,"Apple 120","Denied Claim",1,"Ema","Lennon","E00014","Omaha","Nebraska","East",2,"Tom Hanks"
"C000298",2022-02-20 19:00:00,"E00009",25,"Google 790","Return and Refund",5,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C000299",2022-02-21 19:00:00,"E00031",14,"Google 790","Issue Resolved",4,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C000300",2022-02-23 19:00:00,"E00021",3,"Nokia 680","Denied Claim",2,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C000301",2022-01-05 19:00:00,"E00032",9,"Nokia 680","Denied Claim",1,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
